"ID";"COMPANYTYPECATALOGID";"COMPANYTYPECODE";"SHORTNAME";"NAME"
16251;100;"P";"Niehaus Pharma";"Niehaus Pharma GmbH & Co. KG"
16256;100;"P";"Isolife-Apotheken-Grosshandel";"Isolife-Apotheken-Grosshandel Hans Jürgen Kreissl. e. Kfm."
16257;100;"P";"Vertex Pharmaceuticals";"Vertex Pharmaceuticals (Germany) GmbH"
16258;100;"P";"GP-Pharm SA";"GP-Pharm SA"
16260;100;"P";"Dermabene";"Dermabene GmbH"
16261;100;"P";"Bahnhof-Apotheke";"Bahnhof-Apotheke"
16262;100;"P";"Rats-Apotheke";"Rats-Apotheke Lothar Wissel e.K."
16263;100;"P";"Dr. Hobein";"Dr. Hobein (Nachf.) GmbH med. Hautpflege"
16265;100;"P";"Walter Kaufmann";"Walter Kaufmann Nachf. GmbH"
16266;100;"P";"Vita-Horm";"Vita-Horm R. Scherek GmbH & Co. KG"
16267;100;"P";"Preval";"Preval Dermatica GmbH"
16270;100;"P";"Figurapharma";"Figurapharma GmbH & Co. KG"
16272;100;"P";"Selected Pharma";"Selected Pharma GmbH"
16274;100;"P";"Hübner Naturarzneimittel";"Hübner Naturarzneimittel GmbH"
16276;100;"P";"European Pharma B.V.";"European Pharma B.V."
16277;100;"P";"Accord Healthcare GmbH";"Accord Healthcare GmbH"
16278;100;"P";"VITA SANOTEC";"Vita Sanotec B.V."
16279;100;"P";"MIROMED";"Miromed GmbH Medical Produkte"
16280;100;"P";"TZMO";"Tzmo Deutschland GmbH"
16281;100;"P";"MEDIQUICK";"Mediquick GmbH"
16282;100;"P";"EUROTEC";"Eurotec GmbH"
16283;100;"P";"NOVIDION";"Novidion GmbH"
16284;100;"P";"XBODY";"Xbody Fitnessnahrung GmbH"
16285;100;"P";"ADVANCIS MEDICAL";"Advancis Medical Deutschland GmbH"
16286;100;"P";"DIAFARM";"Diafarm Laboratorios S.A."
16288;100;"P";"OXMED INTERNATIONAL";"Oxmed International GmbH"
16289;100;"P";"ANALYTICON";"Analyticon Biotechnologies AG"
16291;100;"P";"CORMUS";"Cormus GmbH"
16292;100;"P";"MANTRAPHAR";"Mantrapharm Ohg"
16294;100;"P";"APOTH SERVICE ASAV";"Asav Apoth.Serv.Arzneim.Vertr. GmbH"
16295;100;"P";"APOLOGO GMBH";"Apologo GmbH"
16296;100;"P";"NOBA";"NOBAMED Paul Danz AG"
16297;100;"P";"VICHY/LOREAL";"L'Oreal Deutschland GmbH Geschäftsbereich Vichy"
16299;100;"P";"SPORLASTIC";"Sporlastic GmbH"
16301;100;"P";"FRENCHTOP";"Frenchtop Natural Care Products B.V"
16302;100;"P";"SWEET PHARMA";"Sweet Pharma E.K."
16303;100;"P";"AVITA HANDELS";"Avita Handels GmbH"
16304;100;"P";"NATURAFIT";"Naturafit GmbH"
16305;100;"P";"DENT-O-CARE DENTALVERT";"Dent-O-Care Dentalvertriebs GmbH"
16306;100;"P";"APOTH SERVICE SUPPLITT";"Apotheken-Service Supplitt GmbH"
16307;100;"P";"JUNGHANS";"Dr. Junghans Medical GmbH"
16308;100;"P";"PHILIPS / HAMBURG";"Philips GmbH"
16309;100;"P";"INNOVAVITAL";"Innovavital GmbH"
16310;100;"P";"ARONIA ORIGINAL";"Aronia Original Naturprodukte GmbH"
16311;100;"P";"CENTROSAN";"Centrosan B.V."
16312;100;"P";"ANHALT";"Anhalt GmbH"
16314;100;"P";"HEIMOMED";"Heimomed Heinze GmbH & Co. KG"
16315;100;"P";"HYPERVITAL GMBH";"Hypervital GmbH"
16316;100;"P";"Madena GmbH & Co. KG";"Madena GmbH & Co. KG"
16317;100;"P";"FAHL";"Andreas Fahl Medizintechnik-Vertrieb GmbH"
16318;100;"P";"BORT";"Bort GmbH"
16320;100;"P";"AXISIS";"Axisis GmbH"
16321;100;"P";"IQ Pharma GmbH";"IQ Pharma GmbH"
16323;100;"P";"VITALUNDFITMIT100";"Vitalundfitmit100 GmbH"
16325;100;"P";"METAX INSTITUT DIAETIK";"Metax Institut Für Diätetik GmbH"
16326;100;"P";"KAISER/WAIBLINGEN";"Fr. Kaiser GmbH Drei-Tannen-Werk"
16328;100;"P";"SANIMAMED EUROPE";"Sanimamed Europe Health S.R.L. Attila Kurti"
16330;100;"P";"PURIMEX";"Purimex GmbH"
16331;100;"P";"CODAN";"Codan Pvb Medical GmbH"
16332;100;"P";"CD VET NATURPRODUKTE";"Cd Vet Naturprodukte GmbH"
16333;100;"P";"NATURES ONLY";"Natures Only / Ceresco"
16334;100;"P";"LIGAMED";"Ligamed Medical Produkte GmbH"
16336;100;"P";"SMITHS MED";"Smiths Medical Deutschland GmbH"
16338;100;"P";"Medisize Deutschland GmbH";"Medisize Deutschland GmbH"
16339;100;"P";"NEOTOPIC";"Neotopic GmbH & Co. KG"
16340;100;"P";"Count Price Company GmbH & Co. KG";"Count Price Company GmbH & Co. KG"
16341;100;"P";"DAHLHAUSEN";"P.J.Dahlhausen & Co. GmbH"
16342;100;"P";"FIGUREFORM";"Figureform Wilfinger GmbH"
16343;100;"P";"DISTRICON";"Districon Vertriebsgesellschaft Mbh"
16344;100;"P";"FUNCTIONAL COSMETICS";"Functional Cosmetics Company AG"
16345;100;"P";"BOERLIND";"Börlind-Gesellschaft Für Kosmetische Erzeugnisse Mbh"
16347;100;"P";"GIMBORN";"H. Von Gimborn GmbH"
16348;100;"P";"DT APOTHEKERVERLAG";"Deutscher Apotheker Verlag Dav"
16349;100;"P";"DYNAMIS";"Dynamis Gesundheitsprod.Vertr. GmbH"
16351;100;"P";"DADO COSMED";"Dado-Cosmed GmbH"
16352;100;"P";"MPV MEDICAL";"Mpv Medical GmbH"
16353;100;"P";"MEDCARE VISIONS";"Medcare Visions GmbH"
16354;100;"P";"PHARMADROG";"Pharmadrog GmbH"
16355;100;"P";"PRO MEDICO";"Pro Medico GmbH"
16357;100;"P";"DR. PANDALIS URHEIM.";"Dr. Pandalis Urheimische Medizin GmbH & Co. KG"
16358;100;"P";"IMIELSKI MEDICAL SYSTEMS GMBH";"IMIELSKI MEDICAL SYSTEMS GMBH"
16359;100;"P";"INTERVET";"Intervet Deutschland GmbH"
16360;100;"P";"IMP";"Imp GmbH International Medical Products"
16361;100;"P";"IDEALDERM";"Idealderm GmbH"
16362;100;"P";"DISPOMED";"Dispomed Witt Ohg"
16363;100;"P";"AMT MEDICA";"Amt Medica GmbH"
16364;100;"P";"MUSENHOF";"Musenhof Deidesheim GmbH & Co. KG Privatinstitut F. Biomed. Gesundheit"
16366;100;"P";"PHARMA NORD";"Pharma Nord Vertriebs GmbH"
16367;100;"P";"MVK PHARMA";"Mvk Pharma GmbH"
16368;100;"P";"SWEAT-OFF";"Sweat-Off GmbH"
16369;100;"P";"ORGATERM";"Orgaterm Produktions- U. Warenvertriebs GmbH"
16370;100;"P";"TMH MEDIZINHANDEL";"Tmh Medizinhandel GmbH & Co. KG"
16371;100;"P";"LANGGUTH CHEMIE";"Langguth Chemie GmbH"
16372;100;"P";"APOZEN VERTRIEBS";"Apozen Vertriebs GmbH"
16373;100;"P";"VITA NATURA";"Vita Natura B.V."
16374;100;"P";"Henry Schein Medical GmbH";"Henry Schein Medical GmbH"
16375;100;"P";"CLASSIC-LINE";"Classic-Line Warenhandelsgesellschaft Mbh"
16376;100;"P";"PHARKOS";"Pharkos GmbH Pharma Und Kosmetik"
16377;100;"P";"LINK CHEMIE";"Link Chemie AG"
16378;100;"P";"NCM NAHRUNGSERGAENZUNG";"Ncm Nahrungsergänzung Naturcos. GmbH"
16380;100;"P";"WOERIS.KR.DR.PFEIFER";"Wörishofener Kräuterhaus Dr. Pfeifer GmbH"
16381;100;"P";"OFFRO";"Offro GmbH"
16382;100;"P";"LSP SPORTERNAEHRUNG";"Lsp Sporternährung GmbH"
16383;100;"P";"WEBER CONSULT";"Weber Consult"
16384;100;"P";"VERLAG GAN";"Verlag Ganzheitlich Leben GmbH"
16385;100;"P";"ADEBO MEDICAL & TRADE";"Adebo Medical & Trade GmbH"
16388;100;"P";"VITA WORLD";"Vita World GmbH"
16389;100;"P";"COMPRESSANA";"Compressana GmbH"
16390;100;"P";"HANOJU DEUTSCHLAND";"Hanoju Deutschland GmbH"
16391;100;"P";"SUPRIMA";"Suprima GmbH"
16393;100;"P";"PVD";"Pvd Pharmavertrieb Deutschland AG"
16394;100;"P";"ALES GROUPE COSMETIC";"Ales Groupe Cosmetic Deutschland GmbH"
16395;100;"P";"MAPA";"Mapa GmbH"
16396;100;"P";"DR. BABOR";"Dr. Babor GmbH & Co. KG"
16397;100;"P";"LASERPOINT";"Laserpoint Aesthetic Goods GmbH"
16400;100;"P";"DERMATICA EXCLUSIV";"Dermatica Exclusiv Horst Spickermann GmbH"
16401;100;"P";"EU MEDICAL";"Eu-Medical GmbH"
16402;100;"P";"THUASNE";"Thuasne Deutschland GmbH"
16404;100;"P";"PROVISTA";"Provista AG"
16405;100;"P";"NEUROLAB VITAL";"Neurolab Vital GmbH"
16406;100;"P";"MEDICALimpex Import Export medizinische Produkte";"MEDICALimpex Import Export medizinische Produkte"
16407;100;"P";"DENTAID";"Dentaid GmbH"
16408;100;"P";"BODY ATTAC";"Body Attack Sports Nutrition GmbH & Co. KG"
16410;100;"P";"NAOS DEUTSCHLAND";"Naos Deutschland GmbH"
16412;100;"P";"VITEZ";"Vitez GmbH"
16413;100;"P";"CAUDALIE";"Caudalie Deutschland GmbH"
16414;100;"P";"HERBASINICA";"Herbasinica Hilsdorf GmbH"
16415;100;"P";"PRIMAVERA";"Primavera Life GmbH"
16416;100;"P";"MAIER PHARMA VERTRIE";"Maier Pharma Vertrieb GmbH"
16417;100;"P";"SERVONA";"Servona GmbH"
16418;100;"P";"KOSMETIK FORUM";"Kosmetik Forum GmbH"
16419;100;"P";"LEAPHARM";"Leapharm Apoth.Franz Leiss"
16422;100;"P";"PRO SAN";"Prosan Pharmazeutische Vertriebs GmbH"
16423;100;"P";"APOTHEKE AM PREDIGER";"Apotheke Am Prediger"
16424;100;"P";"ANIMAS/ORTHO-CLINIC";"Animas/Ortho-Clinical Diagnostics GmbH"
16427;100;"P";"AVOXA";"Avoxa - Mediengruppe Deutscher Apotheker GmbH"
16428;100;"P";"RABENHORST";"Haus Rabenhorst O. Lauffs GmbH & Co. KG"
16429;100;"P";"HEMEDIS";"Hemedis GmbH"
16430;100;"P";"QUINTESSENZ HEALTH PR";"Quintessenz Health Products GmbH"
16432;100;"P";"SCHILLING";"M.Schilling GmbH Medical Products"
16434;100;"P";"SONNENMOOR";"Sonnenmoor Verwertungs- U. Vertriebs GmbH"
16435;100;"P";"WACHENDORF";"Wachendorff Chemie GmbH"
16436;100;"P";"ASSTOR REINSTWASSERT.";"Asstor Reinstwassertechnik E.K."
16437;100;"P";"IMPEX COMPANY";"Impex Company E.K."
16438;100;"P";"ORAL PREVENT";"Oral-Prevent GmbH"
16441;100;"P";"MELASAN";"Melasan Produktions & Vertriebs GmbH"
16442;100;"P";"PRODENT";"Prodent Dentalbedarf GmbH"
16443;100;"P";"TELEFLEX";"Teleflex Medical GmbH Marketing"
16444;100;"P";"EASYCARE";"Easycare Research GmbH"
16445;100;"P";"TRIMEDICALES";"Trimedicales GmbH"
16446;100;"P";"VITA-CONFORT";"Vita-Confort Solutions AG"
16447;100;"P";"Luvos";"Heilerde Gesellschaft Luvos Just GmbH & Co. KG"
16448;100;"P";"SIRIUS";"Sirius GmbH"
16449;100;"P";"ARKTIS BIOPHARMA";"Arktis Biopharma GmbH & Co. KG"
16450;100;"P";"PHARMAVERTRIEB HEINZE";"Pharmavertrieb Heinze GmbH"
16451;100;"P";"JOVITA";"Jovita Pharma"
16452;100;"P";"EPI 3";"Epi-3 Healthcare GmbH"
16453;100;"P";"VITALINE GREENLIFE";"Vitaline Greenlife Ltd."
16454;100;"P";"ROGG";"Rogg Verbandstoffe GmbH & Co. KG"
16455;100;"P";"MEDITRADE GMBH";"Meditrade GmbH"
16456;100;"P";"LOHMANN PH & MED/BER";"Dr.Dagmar Lohmann Pharma + Medical GmbH"
16457;100;"P";"SANAPONTE";"Sanaponte GmbH"
16458;100;"P";"GALONSKY/VOEGELSEN";"Galonsky Pharma-Vertrieb Gbr"
16459;100;"P";"DUNKER";"Dunker Medizin-Und Röntgenprodukte GmbH"
16460;100;"P";"JEAN PRODUCTS";"Jean Products GmbH"
16461;100;"P";"GROSS";"Groß GmbH Med.-Techn. Vertretung"
16462;100;"P";"HOLLISTER";"Hollister Incorporated Niederlassung Deutschland"
16464;100;"P";"PROFIMED";"Profimed GmbH"
16466;100;"P";"ALPHAMED";"Alphamed GmbH"
16467;100;"P";"GYNEMED";"Gynemed GmbH & Co. KG"
16468;100;"P";"Milupa Nutricia GmbH";"Milupa Nutricia GmbH"
16469;100;"P";"HUMATRIX";"Humatrix AG"
16470;100;"P";"Kyberg experts";"Kyberg experts GmbH"
16471;100;"P";"GREENLIFE";"Greenlife Value GmbH C/O Fiege Logistik Stiftung&Co. KG"
16473;100;"P";"BEBIVITA";"Bebivita GmbH"
16476;100;"P";"HEIDELBERGER CHLOREL";"Heidelberger Chlorella GmbH"
16477;100;"P";"FLORES MEDICAL";"Flores Medical GmbH"
16478;100;"P";"MICRO-MEDICAL";"Micro-Medical Instrumente GmbH"
16480;100;"P";"Param GmbH";"Param GmbH"
16481;100;"P";"AMAPHARM";"Amapharm GmbH"
16482;100;"P";"CARROMCO";"Carromco Medical GmbH"
16483;100;"P";"BCG BADEN-BADEN";"Bcg Baden-Baden Cosmetics Group GmbH"
16485;100;"P";"ABS ORIGINAL";"Abs-Original Opc Vertrieb"
16486;100;"P";"LA MER - COSMETICS";"La Mer Cosmetics AG"
16487;100;"P";"TEPE D-A-CH";"Tepe D-A-Ch GmbH"
16489;100;"P";"GZMN";"Gzmn"
16490;100;"P";"BODY PROD. RELAX";"Body Prod. Relax GmbH"
16491;100;"P";"APOTH. A. D. UNIVERSIT";"Apotheke An Der Universität Inh. Dr. Thomas Kleine Ek"
16492;100;"P";"DENTOGNOSTICS";"Dentognostics GmbH"
16494;100;"P";"ESTEE LAUDER";"Estee Lauder Companies GmbH"
16495;100;"P";"ABENA";"Abena GmbH"
16496;100;"P";"JAB BIOPHARMA";"Jab Biopharma Jürgen Antonius Breuer"
16497;100;"P";"TROPICARE DEUTSCHLAND";"Tropicare Deutschland GmbH"
16498;100;"P";"Dr. Grandel GmbH";"Dr. Grandel GmbH GB Nahrungsergänzung"
16499;100;"P";"HYAPUR";"Hyapur Deutschland GmbH"
16500;100;"P";"PROMEDISKIN";"Promediskin GmbH"
16501;100;"P";"HOEGA";"Höga-Pharm G.Höcherl"
16502;100;"P";"JUZO";"Julius Zorn GmbH"
16503;100;"P";"Tracoe Medical GmbH";"Tracoe Medical GmbH"
16504;100;"P";"MEDNOVIS";"Mednovis GmbH & Co. KG"
16505;100;"P";"ApoTeam GmbH";"ApoTeam GmbH"
16506;100;"P";"APOTHEEK RIJNSOEVER";"Apotheek Rijnsoever B.V."
16507;100;"P";"TRANSATLAN";"Transatlantic Stolpe & Co.Mbh"
16508;100;"P";"DEZ - AKTAS";"Dez - Aktas Group Michael Aktas"
16509;100;"P";"HESSE TIERPHARMA";"Dr. Hesse Tierpharma GmbH & Co. KG"
16511;100;"P";"FUHRMANN";"Fuhrmann GmbH"
16512;100;"P";"VTM";"Verlag Für Therapeutische Medien Dr. Stein & Co. Ohg"
16513;100;"P";"Sidroga";"Sidroga Gesellschaft für Gesundheitsprodukte mbH"
16514;100;"P";"LAYENBERGER NUTRITION";"Layenberger Nutrition Group GmbH"
16515;100;"P";"JEAN-PIERRE ROSSELET";"Jean-Pierre Rosselet Cosmetics AG"
16516;100;"P";"TAOASIS";"Taoasis GmbH Natur Duft Manufaktur"
16517;100;"P";"Amosvital";"Amosvital GmbH"
16518;100;"P";"BEIERSDORF/COSMED";"Beiersdorf Ag/Gb Deutschland Vertrieb"
16520;100;"P";"SPINNRAD";"Spinnrad GmbH"
16521;100;"P";"ROGER & GALLET";"L'Oreal Deutschland GmbH Geschäftsbereich Roger & Gallet"
16522;100;"P";"WOLZ/GEISE";"Dr. Wolz Zell GmbH"
16523;100;"P";"MURNAUER";"Murnauer Markenvertrieb GmbH"
16524;100;"P";"HANNES PHARMA";"Hannes Pharma Nutricon GmbH & Co. KG"
16525;100;"P";"BIOARTIS";"Bioartis GmbH"
16526;100;"P";"NIPPES";"Gebrüder Nippes GmbH & Co. KG"
16527;100;"P";"APOTHEKER BAUER + CIE";"Apotheker Bauer & Cie."
16530;100;"P";"PENDIQ";"Pendiq GmbH"
16532;100;"P";"DELMED VERSANDAPOTH.";"Delmed Versandapotheke Manouchehr Delnava E.K."
16533;100;"P";"BOSCH+SOHN";"Bosch + Sohn GmbH & Co."
16534;100;"P";"MOERSER";"Mörser-Stahlwaren GmbH"
16535;100;"P";"PLANTOCAPS";"Plantocaps Pharm GmbH"
16536;100;"P";"HEINZ HERENZ";"Heinz Herenz Medizinalbedarf GmbH"
16538;100;"P";"CARBOO4U SPORT";"Carboo4u Sport Vertriebs GmbH & Co. KG"
16539;100;"P";"MIV MANAGEMENT";"Miv Management Ag Für Integrierte Versorgung"
16540;100;"P";"MEDICUS NATURHEIL";"Medicus Naturheilmittel GmbH"
16543;100;"P";"ARCADIA";"Arcadia Ug (Haftungsbeschränkt)"
16544;100;"P";"BONK PHARMA";"Bonk Pharma GmbH"
16545;100;"P";"PRINCIPELLE DTL.";"Principelle Deutschland Ug (Haftungsbeschränkt)"
16548;100;"P";"Junek Europ-Vertrieb GmbH";"Junek Europ-Vertrieb GmbH"
16549;100;"P";"IGEFA";"Igefa Handelsgesellschaft Mbh&Co. KG Bereich Medical"
16550;100;"P";"BIAMED";"Biamed GmbH"
16552;100;"P";"PROMED/FARCHANT";"Promed GmbH"
16553;100;"P";"ARANDO";"Arando Ohg"
16554;100;"P";"IDEAPRO GMBH";"Ideapro GmbH"
16555;100;"P";"PETER PFLUGBEIL";"Peter Pflugbeil GmbH Medizinische Instrumente"
16556;100;"P";"AZT-HANDEL";"Azt-Handel GmbH"
16557;100;"P";"MOST ACTIV";"Most Active Health Care GmbH"
16558;100;"P";"ARTHROVEN";"Arthroven Innovative Medizinische Hilfs- Mittel & Medizintechnik GmbH"
16559;100;"P";"ASCOPHARM";"Ascopharm GmbH"
16560;100;"P";"MERCANITAS";"Mercanitas Handels GmbH"
16561;100;"P";"WELTECKE";"Alexander Weltecke GmbH & Co. KG"
16562;100;"P";"BMS / ENSCHEDE";"Bms B.V."
16563;100;"P";"APEIRON";"Apeiron Handels GmbH & Co. KG"
16564;100;"P";"IMPROMEDIFORM";"Impromediform GmbH Intensiv Medical Products"
16565;100;"P";"PANACEO DEUTSCHLAND";"Panaceo Deutschland GmbH"
16566;100;"P";"NPS NEW PRODUCT SERVIC";"Nps New Product Service GmbH"
16568;100;"P";"CREDO";"Credo-Stahlwarenfabr.Gustav Kracht"
16569;100;"P";"FOODIX PRONATURA";"Foodix Pronatura Marketing Ltd."
16572;100;"P";"PLANTAVIS";"Plantavis GmbH"
16573;100;"P";"MBH INTERNATIONAL";"Mbh-International A/S"
16576;100;"P";"OFA BAMBERG";"Ofa Bamberg GmbH"
16578;100;"P";"MINKSPORTS";"Minksports GmbH"
16579;100;"P";"PLEWNIA";"Plewnia Naturprodukte Kraftquelle Natur"
16580;100;"P";"CANINA";"Canina Pharma GmbH"
16581;100;"P";"KRYOLAN";"Kryolan GmbH"
16582;100;"P";"KREWI";"Krewi Medical Produkte GmbH"
16584;100;"P";"SUNDO HOMECARE";"Sundo Homecare GmbH"
16585;100;"P";"NMP NEUWIRTH";"Nmp Neuwirth Medical Products GmbH"
16586;100;"P";"SPAGYRA";"Spagyra GmbH & Co. KG"
16587;100;"P";"ABC/KAARST";"Abc Apotheken-Bedarfs-Contor GmbH"
16588;100;"P";"WEHMANN";"Wilhelm Wehmann & Co. KG"
16589;100;"P";"MEDICOM";"Medicom Pharma GmbH"
16590;100;"P";"Biobridge Europe GmbH";"Biobridge Europe GmbH"
16591;100;"P";"USmed Medizinprodukte e.K.";"USmed Medizinprodukte e.K."
16592;100;"P";"NATURHEILZENTRUM";"Naturheilzentrum Kloster Gerresheim GmbH"
16593;100;"P";"LOEWENSTEIN MEDICAL";"Löwenstein Medical GmbH & Co. KG"
16594;100;"P";"ALLTRADE";"Alltrade Vertriebs GmbH & Co. KG"
16595;100;"P";"MED.KONTEX";"Med.Kontex GmbH Medizinische Konfektion Und Op Textilien Medicalprodukte"
16596;100;"P";"BIOMARIS";"Biomaris GmbH & Co. KG"
16598;100;"P";"BIERSTEDT";"Bierstedt Sports & Health Products Ltd."
16599;100;"P";"MIRO";"Miro Verbandstoffe GmbH"
16600;100;"P";"MEDELA";"Medela Med. Techn. GmbH & Co. Handels Kg"
16602;100;"P";"ASAM";"Asam Betriebs- GmbH"
16603;100;"P";"BAVARIAN";"Bavarian Lifescience"
16608;100;"P";"DR. MUCHE";"Dr. Muche GmbH"
16609;100;"P";"ALPHA AKTIV";"Alpha Aktiv GmbH"
16610;100;"P";"INNOCOM";"Innocom GmbH"
16611;100;"P";"STADELMANN";"Stadelmann Verlag"
16612;100;"P";"ALVA";"Alva Naturkosmetik GmbH & Co. KG"
16613;100;"P";"VYGON";"Vygon GmbH & Co. KG"
16614;100;"P";"TANNERMEDICO";"Tannermedico A/S"
16616;100;"P";"DiaVita GmbH";"DiaVita GmbH"
16617;100;"P";"SALIO-MED";"Salio-Med S.O. Sprenger"
16619;100;"P";"PANDALIS";"Dr. Pandalis GmbH & Cokg Naturprodukte"
16621;100;"P";"BEGAPINOL";"Begapinol Dr.Schmidt GmbH"
16623;100;"P";"MAM BABYARTIKEL";"Mam Babyartikel GmbH"
16624;100;"P";"MEDIT";"Medit GmbH Medizintechnik"
16626;100;"P";"SUNLIFE";"Sunlife GmbH Produktions- Und Vertriebsgesellschaft Mbh"
16627;100;"P";"EUROVERA";"Eurovera Ltd. & Co. KG"
16628;100;"P";"GAMMACHIM";"Gammachim GmbH"
16629;100;"P";"DGS CONSULTING";"Dgs Consulting Sandra Maria Gall"
16630;100;"P";"FRITZ RUCK";"Fritz Ruck GmbH"
16631;100;"P";"GSE VERTRIEB";"Gse Vertrieb Biologische Nahrungsergänzungs- & Heilmittel GmbH"
16632;100;"P";"LOCCITANE";"L'Occitane GmbH"
16633;100;"P";"MAHARISHI AYURVEDA";"Maharishi Ayurveda Europe B.V."
16634;100;"P";"DS-Pharmagit GmbH";"DS-Pharmagit GmbH"
16635;100;"P";"ELASTOTEX";"Elastotex-Verbandsstoffe Inh. Jacqueline Eisold"
16637;100;"P";"RAU";"Walter Rau GmbH & Co. KG Speickwerk"
16638;100;"P";"MEDIVERE";"Medivere GmbH"
16639;100;"P";"KESLA PHAR";"Kesla Pharma Wolfen GmbH"
16640;100;"P";"SABINE SCHROETER";"Sabine Schröter E.K."
16641;100;"P";"GHC";"Ghc - German Health Care GmbH"
16642;100;"P";"LEICHTER LEBEN";"Leichter Leben Vertriebsgesellschaft Mbh"
16643;100;"P";"PFM MEDICAL";"pfm medical ppm GmbH"
16644;100;"P";"GAKO KONIETZKO";"Gako Konietzko GmbH"
16645;100;"P";"MEDAGIL";"Medagil Gesundheitsgesellschaft Mbh"
16646;100;"P";"LAVERANA";"Laverana GmbH & Co. KG"
16647;100;"P";"PROLOGIS";"Prologis GmbH & Co. KG"
16648;100;"P";"EVERGREEN GARDEN";"Evergreen Garden Care Deutschland GmbH"
16649;100;"P";"Boehringer Ingelheim Vetmedica";"Boehringer Ingelheim Vetmedica GmbH Bereich Deutschland"
16650;100;"P";"SPIGGLE & THEIS";"Spiggle & Theis Medizintechnik GmbH"
16652;100;"P";"INNOCEPT";"Innocept Biobedded Medizintec. GmbH"
16653;100;"P";"OWEN MUMFORD";"Owen Mumford GmbH"
16654;100;"P";"FEIGE";"Naturproduktehaus Fam. Feige"
16655;100;"P";"INTERN-DROGEN";"Intern-Drogen"
16656;100;"P";"IMOPHARM";"Imopharm Pharm.Handelsges.Mbh"
16657;100;"P";"NOVACARE";"Novacare GmbH"
16658;100;"P";"SARSTEDT";"Sarstedt Ag & Co. KG"
16659;100;"P";"BAYER TIER";"Bayer Vital GmbH Gb - Tiergesundheit Geb. D 162"
16660;100;"P";"SANOWELL";"Sanowell GmbH"
16661;100;"P";"ONTEX HEALTHCARE";"Ontex Healthcare Deutschland GmbH"
16662;100;"P";"AMAZONAS";"Amazonas Naturprodukte Handels GmbH"
16663;100;"P";"G & M NATURWAREN";"G & M Naturwaren Import GmbH & Co. KG"
16664;100;"P";"SPRING";"Spring Medical - Medizinische Strümpfe"
16665;100;"P";"ERENA VERBANDSTOFFE";"Erena Verbandstoffe GmbH & Co. KG"
16666;100;"P";"BSN MEDICAL";"BSN Medical GmbH"
16667;100;"P";"STIFTS APOTH/ST LAMBR";"Stifts-Apotheke St. Lambrecht Gall-Reidlinger Ohg"
16668;100;"P";"FESMED";"Fesmed Verbandmittel GmbH"
16669;100;"P";"SASA MED";"Sasa Med GmbH Medizintechnik"
16670;100;"P";"ZOETIS DEUTSCHLAND";"Zoetis Deutschland GmbH"
16671;100;"P";"ARDAP CARE";"Ardap Care GmbH"
16672;100;"P";"DETIA GARDA";"Detia Garda GmbH"
16673;100;"P";"SCHWARZK&H";"Schwarzkopf & Henkel GmbH"
16675;100;"P";"KAPPUS";"M. Kappus GmbH & Co. KG"
16676;100;"P";"NEBU TEC";"Nebu-Tec Med. Produkte Eike Kern GmbH"
16677;100;"P";"COLOSTRUM PROD.GMBH";"Colostrum Products Internation. GmbH"
16678;100;"P";"KLOSTER LAB/LORCH";"Kloster Laboratorium Lorch A.Petersen Kg"
16680;100;"P";"MASTAVIT";"Mastavit Produktions- Und Vertriebs GmbH"
16681;100;"P";"TERUMO";"Terumo Deutschland GmbH"
16682;100;"P";"HEIROL";"Heirol Kosmetik F. Wermescher GmbH & Co. KG"
16683;100;"P";"RUNIKA";"Runika Pharma-Kosmetik-Logistik"
16685;100;"P";"CONTOR AICHINGER";"Contor Aichinger"
16686;100;"P";"HEALTH CARE PROD";"Health Care Products Vertriebs GmbH"
16687;100;"P";"SALDERMAN";"Salderman Dermatologisches Institut Bad Rothenfelde GmbH & Co. KG"
16688;100;"P";"SANATUR";"Sanatur GmbH"
16690;100;"P";"SOLDAN";"Dr. C. Soldan GmbH"
16691;100;"P";"OSMED";"Osmed Ug (Haftungsbeschränkt)"
16692;100;"P";"SERIMED";"Serimed GmbH & Co. KG"
16693;100;"P";"XENOFIT";"Xenofit GmbH"
16694;100;"P";"CHEVITA";"Chevita GmbH"
16696;100;"P";"KDA PHARMAVERTR ARNDT";"Kda Pharmavertrieb Arndt GmbH"
16698;100;"P";"BEHREND";"Willy Behrend GmbH + Co. KG"
16700;100;"P";"VIELSTEDTER ELEKTRONIK";"Vielstedter Elektronik"
16701;100;"P";"AMT";"Amt Aromando Medizintechnik GmbH"
16702;100;"P";"MELALEUKA";"Melaleuka GmbH Roderich Krieger"
16704;100;"P";"BELSANA";"Belsana Medizinische Erzeugnisse Zweigniederlassung Der Ofa Bamberg GmbH"
16707;100;"P";"WINKLER";"Dr. Winkler GmbH & Co. KG"
16708;100;"P";"KNUD HJORTH";"Knud Hjorth A/S"
16710;100;"P";"GENUS PHARMA";"Genus Pharma Vertriebs GmbH"
16711;100;"P";"SANOTACT";"sanotact GmbH"
16712;100;"P";"EDER";"Eder Health Nutrition"
16714;100;"P";"KEIL NATURPROD";"Uk-Naturprodukte Ute Keil"
16715;100;"P";"DENTSPLY";"Dentsply Ih GmbH Wellspect Healthcare"
16716;100;"P";"GROSS/SAUE";"Biol.Präparate Dr.Groß GmbH"
16720;100;"P";"MOLLIS";"Mollis International GmbH"
