"ID";"COMPANYID";"SEQNO";"CONTACTNAME1";"CONTACTNAME2";"COUNTRYCATALOGID";"COUNTRYCODE";"ZIP";"CITY";"STREET";"STREETNUMBER";"POBZIP";"POBCITY";"POBNUMBER";"ADDRESSTYPECATALOGID";"ADDRESSTYPECODE"
13675;13691;1;"HAEMATO PHARM GmbH";"";101;"DE";"12529";"Schönefeld";"Lilienthalstr.";"5c";"";"";"";202;"C"
13682;13699;1;"Gehe Pharma Handel GmbH";"Hauptverwaltung";101;"DE";"70376";"Stuttgart";"Neckartalstr.";"153";"70334";"Stuttgart";"500426";202;"C"
13689;13706;1;"Linde Gas Therapeutics GmbH";"";101;"DE";"85764";"Oberschleißheim";"Mittenheimer Str.";"62";"";"";"";202;"C"
13693;13710;1;"Henry Lamotte Oils GmbH";"";101;"DE";"28197";"Bremen";"Merkurstr.";"47";"28038";"Bremen";"103849";202;"C"
13700;13717;1;"GPU Pharma GmbH";"";101;"DE";"65388";"Schlangenbad";"Atzelberg";"2";"";"";"";202;"C"
13701;13718;1;"Intern Verbandst";"";101;"DE";"";"";"";"";"";"";"";202;"C"
13703;13720;1;"Diaprax GmbH";"";101;"DE";"46485";"Wesel";"Am Marienbusch";"9";"";"";"";202;"C"
13708;13723;1;"Dr. Bosshammer Pharma GmbH";"";101;"DE";"35398";"Giessen";"Bachweg";"6";"";"";"";202;"C"
13722;13737;1;"biolitec pharma Ltd.";"";101;"DE";"07745";"Jena";"Otto-Schott-Str.";"15";"";"";"";202;"C"
13730;13745;1;"NEOVII Biotech GmbH";"";101;"DE";"82166";"Gräfelfing";"Am Haag";"6+7";"";"";"";202;"C"
13737;13752;1;"Dr. Armah - Biomedica GmbH & Co. KG";"";101;"DE";"22525";"Hamburg";"Holstenkamp";"40";"";"";"";202;"C"
13740;13755;1;"GE Healthcare Buchler GmbH & Co. KG";"";101;"DE";"80807";"München";"Oskar-Schlemmer-Str.";"11";"";"";"";202;"C"
13743;13758;1;"Medi GmbH & Co. KG";"";101;"DE";"95448";"Bayreuth";"Medicusstr.";"1";"";"";"";202;"C"
13750;13765;1;"Nobopharm GmbH";"";101;"DE";"85716";"Unterschleissheim";"Gutenbergstr.";"3";"";"";"";202;"C"
13756;13771;1;"ARCANA Dr. Sewerin GmbH & Co. KG";"Arzneimittel-Herstellung";101;"DE";"33330";"Gütersloh";"Austernbrede";"7-9";"33258";"Gütersloh";"2842";202;"C"
13762;13784;1;"Roxall Medizin GmbH";"";101;"DE";"20535";"Hamburg";"Carl-Petersen-Str.";"4";"";"";"";202;"C"
13763;13786;1;"B & K Nutripharm GmbH";"";101;"DE";"69509";"Mörlenbach";"Großbreitenbach";"60";"";"";"";202;"C"
13768;13794;1;"Alpha C. Pharm GmbH";"";101;"DE";"76744";"Wörth";"In der Niederwiesen";"26";"";"";"";202;"C"
13769;13796;1;"Nomosan GmbH";"";101;"DE";"26655";"Westerstede";"Eichendorff Str.";"21";"";"";"";202;"C"
13771;13798;1;"BD Medical - Diabetes Care Becton Dickinson GmbH";"";101;"DE";"69126";"Heidelberg";"Tullastr.";"8-12";"69006";"Heidelberg";"101629";202;"C"
13778;13810;1;"OXO Translational Science GmbH";"";101;"DE";"39164";"Wanzleben";"Vor dem Schlosstor";"9";"";"";"";202;"C"
13782;13814;1;"lege artis Pharma GmbH + Co. KG";"";101;"DE";"72135";"Dettenhausen";"Breitwasenring";"1";"72132";"Dettenhausen";"60";202;"C"
13787;13819;1;"OmniVision GmbH";"";101;"DE";"82178";"Puchheim";"Lindberghstrasse";"9";"";"";"";202;"C"
13788;13820;1;"Lapharm GmbH";"";101;"DE";"83026";"Rosenheim";"Innaustr.";"11";"";"";"";202;"C"
13789;13821;1;"Miltenyi Biotec GmbH";"";101;"DE";"17166";"Teterow";"Robert-Koch-Str.";"1";"";"";"";202;"C"
13922;13954;1;"ConvaTec (Germany) GmbH";"";101;"DE";"81373";"München";"Radlkoferstr.";"2";"";"";"";202;"C"
14204;14236;1;"MR Pharma GmbH";"";101;"DE";"77767";"Appenweier";"Hauptstr.";"10";"77763";"Appenweier";"1361";202;"C"
14286;14318;1;"Med Pharma Service GmbH";"";101;"DE";"12057";"Berlin";"Neuköllnische Allee";"146";"";"";"";202;"C"
14308;14340;1;"Kwizda Pharma  GmbH";"";101;"AT";"1160";"Wien";"Effingergasse";"21";"";"";"";202;"C"
14319;14351;1;"Serumwerk Bernburg Vertriebs GmbH";"";101;"DE";"06406";"Bernburg";"Hallesche Landstr.";"105b";"";"";"";202;"C"
14368;14400;1;"Daniel Groz Söhne GmbH & Co. KG";"";101;"DE";"72458";"Albstadt";"Grüngrabenstr.";"52-54";"";"";"";202;"C"
14530;14562;1;"Megro GmbH & Co. KG";"";101;"DE";"46485";"Wesel";"Am Schornacker";"30";"46471";"Wesel";"101104";202;"C"
14692;14724;1;"Ormed GmbH";"";101;"DE";"79100";"Freiburg";"Merzhauser Str.";"112";"";"";"";202;"C"
14785;14817;1;"sanPharma GmbH";"";101;"DE";"22763";"Hamburg";"Behringstr.";"121";"";"";"";202;"C"
14813;14845;1;"Airportpharm GmbH";"";101;"DE";"64646";"Heppenheim";"Am alten Neckar";"5";"";"";"";202;"C"
14816;14848;1;"Aabenrapharma S.P.R.L.";"";101;"DE";"09484";"Oberwiesenthal";"Annabergerstr.";"40";"";"";"";202;"C"
14852;14884;1;"Sankt Johanser Naturheilmittelvertrieb GmbH";"";101;"DE";"85551";"Kirchheim bei München";"Weißenfelder Str.";"3";"85542";"Kirchheim bei München";"1261";202;"C"
14916;14948;1;"Schlossberg Apotheke";"";101;"DE";"64646";"Heppenheim";"Darmstädter Str.";"9";"";"";"";202;"C"
15021;15053;1;"Vital Nutrition GmbH";"";101;"DE";"64646";"Heppenheim";"Am Alten Neckar";"5";"";"";"";202;"C"
15102;15134;1;"Dr. Zinsser Arzneimittel";"";101;"DE";"72250";"Freudenstadt";"Lauterbadstr.";"4";"";"";"";202;"C"
15115;15147;1;"Mölnlycke Health Care GmbH";"";101;"DE";"40237";"Düsseldorf";"Grafenberger Allee";"297";"40029";"Düsseldorf";"103844";202;"C"
15133;15165;1;"Peter Kölln GmbH & Co. KGaA";"";101;"DE";"25336";"Elmshorn";"Westerstr.";"22-24";"";"";"";202;"C"
15210;15242;1;"Laboratorium Dr. Deppe";"";101;"DE";"47906";"Kempen";"Hooghe Weg";"35";"";"";"";202;"C"
15422;15454;1;"ECOS Vertriebs GmbH";"";101;"DE";"55442";"Stromberg";"Friedrichsheck";"27";"";"";"";202;"C"
15510;15542;1;"Fein Elast GmbH";"";101;"DE";"07937";"Zeulenroda";"Greizer Str.";"101";"07932";"Zeulenroda";"1219";202;"C"
15515;15547;1;"GlaxoSmithKline Consumer Healthcare GmbH & Co. KG - OTC Medicines";"";101;"DE";"80339";"München";"Barthstr.";"4";"";"";"";202;"C"
15647;15678;1;"Lipomed GmbH";"";101;"DE";"79576";"Weil am Rhein";"Hegenheimer Str.";"2";"";"";"";202;"C"
15651;15682;1;"medithek GmbH";"";101;"DE";"22113";"Oststeinbek";"Willinghusener Weg";"5a";"";"";"";202;"C"
15652;15683;1;"Otsuka Pharma GmbH";"";101;"DE";"60327";"Frankfurt am Main";"Europa-Allee";"52";"";"";"";202;"C"
15653;15684;1;"Gecko Pharma GmbH";"";101;"DE";"22926";"Ahrensburg";"Reeshoop";"1";"";"";"";202;"C"
15655;15686;1;"Bauerfeind AG Geschäftsbereich Phlebologie";"";101;"DE";"07937";"Zeulenroda";"Triebeser Str.";"16";"07931";"Zeulenroda";"1154";202;"C"
15658;15689;1;"Ecolab Deutschland GmbH";"";101;"DE";"40789";"Monheim am Rhein";"Ecolab Allee";"1";"40766";"Monheim am Rhein";"100262";202;"C"
15661;15692;1;"Aenova IP GmbH";"";101;"DE";"35039";"Marburg";"Temmlerstr.";"2";"";"";"";202;"C"
15665;15696;1;"Primed Halberstadt Medizintechnik GmbH";"";101;"DE";"38820";"Halberstadt";"Domplatz";"34";"";"";"";202;"C"
15672;15703;1;"Hikma Pharma GmbH";"";101;"DE";"82152";"Martinsried";"Lochhamer Str.";"13";"";"";"";202;"C"
15676;15707;1;"Sophien Arzneimittel GmbH";"";101;"DE";"56070";"Koblenz";"Handwerkerstr.";"2a";"";"";"";202;"C"
15680;15712;1;"B. Diener Naturheilmittel e.K.";"";101;"DE";"65193";"Wiesbaden";"Nerotal";"8";"";"";"";202;"C"
15694;15726;1;"Merck Serono GmbH";"";101;"DE";"64289";"Darmstadt";"Alsfelder Str.";"17";"64201";"Darmstadt";"100133";202;"C"
15701;15733;1;"MBP Medical Biomaterial Products GmbH";"";101;"DE";"19306";"Neustadt-Glewe";"Lederstr.";"7";"";"";"";202;"C"
15703;15735;1;"Heraeus Medical GmbH";"";101;"DE";"61273";"Wehrheim";"Philipp-Reis-Str.";"8-13";"";"";"";202;"C"
15705;15738;1;"Dr. Gustav Klein GmbH & Co. KG Arzneipflanzenpräparate";"";101;"DE";"77736";"Zell-Harmersbach";"Steinenfeld";"3";"77732";"Zell-Harmersbach";"1165";202;"C"
15706;15740;1;"AAA Pharma GmbH";"";101;"DE";"71034";"Böblingen";"Calwer Str.";"7";"";"";"";202;"C"
15709;15743;1;"Dr. Willmar Schwabe GmbH & Co. KG";"";101;"DE";"76227";"Karlsruhe";"Willmar-Schwabe-Str.";"4";"76209";"Karlsruhe";"410925";202;"C"
15710;15744;1;"Rowa Wagner GmbH & Co. KG";"";101;"DE";"51427";"Bergisch Gladbach";"Frankenforster Str.";"77";"";"";"";202;"C"
15712;15746;1;"Walther Schoenenberger GmbH & Co KG";"";101;"DE";"71106";"Magstadt";"Hutwiesenstraße";"14";"71102";"Magstadt";"1120";202;"C"
15714;15748;1;"Johnson & Johnson GmbH";"";101;"DE";"41470";"Neuss";"Johnson & Johnson Platz";"2";"";"";"";202;"C"
15715;15749;1;"ScheBo Biotech AG";"";101;"DE";"35394";"Giessen";"Netanyastr.";"3-5";"";"";"";202;"C"
15716;15750;1;"Fagron GmbH & Co. KG";"";101;"DE";"22885";"Barsbüttel";"Von-Bronsart-Str.";"12";"22882";"Barsbüttel";"1250";202;"C"
15721;15755;1;"Avitale by Mikro-Shop Handels GmbH";"";101;"DE";"25479";"Ellerau";"Butenring";"7";"";"";"";202;"C"
15722;15756;1;"Astellas Pharma GmbH";"";101;"DE";"80339";"München";"Ridlerstr.";"57";"80601";"München";"190103";202;"C"
15726;15760;1;"Mitsubishi Tanabe Pharma GmbH";"";101;"DE";"40549";"Düsseldorf";"Willstätterstr.";"30";"";"";"";202;"C"
15728;15762;1;"Spagyros GmbH";"";101;"DE";"78628";"Rottweil";"Königstr.";"10";"";"";"";202;"C"
15732;15767;1;"Berco - Arzneimittel Gottfried Herzberg GmbH";"";101;"DE";"47533";"Kleve";"Bahnhofstr.";"23";"47513";"Kleve";"1352";202;"C"
15733;15768;1;"Apo Care Pharma GmbH";"";101;"DE";"33647";"Bielefeld";"Hauptstraße";"198";"";"";"";202;"C"
15736;15771;1;"Adolf Haupt & Co. GmbH";"";101;"DE";"97076";"Würzburg";"Louis-Pasteur-Straße";"1a";"";"";"";202;"C"
15737;15772;1;"Hecht Pharma GmbH";"";101;"DE";"27432";"Bremervörde";"Zevener Str.";"9";"";"";"";202;"C"
15740;15775;1;"PB Pharma GmbH";"";101;"DE";"40670";"Meerbusch";"Lise-Meitner-Str.";"10";"";"";"";202;"C"
15741;15777;1;"Sanofi-Aventis Deutschland GmbH";"";101;"DE";"65926";"Frankfurt";"Industriepark Höchst Gebäude K 607";"";"";"";"";202;"C"
15742;15778;1;"Adler Pharma Produktion und Vertrieb GmbH";"";101;"AT";"5700";"Zell am See";"Brucker Bundesstr.";"25a";"";"";"";202;"C"
15743;15779;1;"Kessel medintim GmbH";"";101;"DE";"64546";"Mörfelden-Walldorf";"Kelsterbacher Str.";"28";"";"";"";202;"C"
15745;15781;1;"Pari GmbH";"";101;"DE";"82362";"Weilheim";"Holzhofstr.";"10b";"";"";"";202;"C"
15755;15790;1;"Isopharm GmbH";"";101;"DE";"60437";"Frankfurt";"Haintalstr.";"79";"";"";"";202;"C"
15756;15791;1;"Dr. Schittenhelm Pharma GmbH & Co. KG";"";101;"DE";"90409";"Nürnberg";"Goethestr.";"17";"";"";"";202;"C"
15757;15792;1;"STRAGEN Pharma GmbH";"Technologiepark Köln";101;"DE";"50933";"Köln";"Eupener Str.";"135-137";"";"";"";202;"C"
15758;15793;1;"Mr. Petrasch GmbH & Co.";"Chem. Pharm. Fabrik";101;"AT";"6850";"Dornbirn";"Schlachthausstr.";"3";"6850";"Dornbirn";"88";202;"C"
15760;15795;1;"Théa Pharma GmbH";"";101;"DE";"10625";"Berlin";"Schillerstr.";"3";"";"";"";202;"C"
15762;15797;1;"Bendalis GmbH";"";101;"DE";"82041";"Oberhaching";"Keltenring";"17";"";"";"";202;"C"
15765;15800;1;"Pascoe Vital GmbH";"";101;"DE";"35394";"Giessen";"Schiffenberger Weg";"55";"";"";"";202;"C"
15768;15803;1;"Quiris Healthcare GmbH & Co. KG";"";101;"DE";"33334";"Gütersloh";"Isselhorster Str.";"260";"";"";"";202;"C"
15770;15805;1;"Biocell Gesellschaft für Biotechnologie mbH";"";101;"DE";"53804";"Much";"Hauptstr.";"60";"";"";"";202;"C"
15771;15806;1;"nutrimmun GmbH";"";101;"DE";"48155";"Münster";"Willy-Brandt-Weg";"11";"";"";"";202;"C"
15772;15807;1;"ApoFit Arzneimittelvertrieb GmbH";"";101;"DE";"96052";"Bamberg";"Jäckstr.";"29";"";"";"";202;"C"
15774;15809;1;"DecouVie GmbH";"";101;"DE";"91799";"Langenaltheim";"Bräugasse (Rehlingen)";"2";"";"";"";202;"C"
15776;15811;1;"Pharmore GmbH";"";101;"DE";"49479";"Ibbenbüren";"Gildestr.";"75";"";"";"";202;"C"
15778;15813;1;"Lannacher Heilmittel Ges.m.b.H.";"";101;"AT";"8502";"Lannach";"Schlossplatz";"1";"";"";"";202;"C"
15787;15822;1;"Dr. Hamann GmbH";"";101;"DE";"13187";"Berlin";"Wollankstr.";"11";"";"";"";202;"C"
15789;15824;1;"Hager & Werken GmbH & Co. KG";"";101;"DE";"47269";"Duisburg";"Ackerstr.";"1";"47006";"Duisburg";"100654";202;"C"
15790;15825;1;"Safromed oHG";"";101;"DE";"80634";"München";"Nymphenburger Str.";"160";"";"";"";202;"C"
15794;15830;1;"Carl Hoernecke GmbH";"";101;"DE";"39116";"Magdeburg";"Werner-von-Siemens-Ring";"13a";"";"";"";202;"C"
15795;15831;1;"Claude Pharma";"";101;"DE";"50354";"Hürth";"Grippekovener Str.";"104";"";"";"";202;"C"
15809;15844;1;"Grifols Deutschland GmbH";"";101;"DE";"60528";"Frankfurt";"Colmarer Str.";"22";"";"";"";202;"C"
15814;15848;1;"Abis-Pharma";"";101;"DE";"98634";"Wasungen";"Meininger Str.";"26";"98632";"Wasungen";"15";202;"C"
15817;15851;1;"OMT GmbH & Co. KG";"optimal medical therapies";101;"DE";"78665";"Frittlingen";"Daimlerstr.";"25";"";"";"";202;"C"
15818;15852;1;"axcount Generika AG";"";101;"DE";"61381";"Friedrichsdorf";"Max-Planck-Str.";"36d";"";"";"";202;"C"
15819;15853;1;"Campro Scientific GmbH";"";101;"DE";"14167";"Berlin";"Darser Str.";"2a";"14133";"Berlin";"370331";202;"C"
15820;15854;1;"Nawa Heilmittel GmbH";"";101;"DE";"90482";"Nürnberg";"Ostendstr.";"100";"";"";"";202;"C"
15824;15858;1;"Dr. Theiss Naturwaren GmbH";"";101;"DE";"66424";"Homburg";"Michelinstr.";"10";"66406";"Homburg";"1559";202;"C"
15827;15861;1;"Albomed GmbH";"";101;"DE";"90592";"Schwarzenbruck";"Hildebrandstr.";"11";"";"";"";202;"C"
15829;15863;1;"Celgene GmbH";"";101;"DE";"81829";"München";"Joseph-Wild-Straße";"20";"";"";"";202;"C"
15830;15864;1;"Stryker GmbH & Co. KG";"";101;"DE";"47228";"Duisburg";"Dr.-Homer-Stryker-Str.";"1";"";"";"";202;"C"
15834;15868;1;"Pelikan-Apotheke";"";101;"DE";"09496";"Marienberg";"Markt";"12";"";"";"";202;"C"
15837;15871;1;"Axios Pharma GmbH";"";101;"DE";"33647";"Bielefeld";"Kammerichstr.";"39";"";"";"";202;"C"
15840;15874;1;"Ardo medical GmbH";"";101;"DE";"82234";"Oberpfaffenhofen";"Argelsrieder Feld";"10";"";"";"";202;"C"
15841;15875;1;"Recordati Industria Chimica e Farmaceutica S.p.A.";"";101;"IT";"20148";"Milan";"Via Matteo Civitali";"1";"";"";"";202;"C"
15842;15876;1;"Pharma Mar S.A.";"";101;"ES";"28770";"Colmenar Viejo";"Avenida de los Reyes";"1";"";"";"";202;"C"
15843;15877;1;"gabmed GmbH Praxis- u. Drogendiagnostik";"";101;"DE";"50829";"Köln";"Am Wassermann";"28";"";"";"";202;"C"
15844;15878;1;"Krka, tovarna zdravil, d. d., Novo mesto";"";101;"SI";"8501";"Novo mesto";"Smarjeska cesta";"6";"";"";"";202;"C"
15846;15880;1;"Tauro-Implant GmbH";"";101;"DE";"21423";"Winsen";"Porschestr.";"4";"";"";"";202;"C"
15848;15881;1;"Alexion Pharma Germany GmbH";"";101;"DE";"80687";"München";"Landsberger Str.";"300";"";"";"";202;"C"
15849;15882;1;"Vifor Pharma Deutschland GmbH";"";101;"DE";"81379";"München";"Baierbrunner Str.";"29";"";"";"";202;"C"
15854;15887;1;"Amdipharm Limited";"";101;"IE";"D09 ND91";"Dublin";"Suite 17 Northw. House Northw. Aven. Santry";"";"";"";"";202;"C"
15855;15888;1;"Johnson & Johnson GmbH OTC";"";101;"DE";"41470";"Neuss";"Johnson & Johnson Platz";"2";"";"";"";202;"C"
15856;15889;1;"Bracco Imaging Deutschland GmbH";"";101;"DE";"78467";"Konstanz";"Max-Stromeyer-Str.";"116";"";"";"";202;"C"
15858;15891;1;"Johnson & Johnson MEDICAL GmbH Bereich ETHICON Biosurgic";"";101;"DE";"22851";"Norderstedt";"Hummelsbütteler Steindamm";"71";"";"";"";202;"C"
15859;15892;1;"Kyberg Pharma Vertriebs GmbH";"";101;"DE";"82041";"Oberhaching";"Keltenring";"8";"";"";"";202;"C"
15861;15894;1;"Pharmachem GmbH & Co. KG";"";101;"DE";"07381";"Pössneck";"Pharmachem Str.";"1";"";"";"";202;"C"
15862;15895;1;"Sysmex Deutschland GmbH";"";101;"DE";"22848";"Norderstedt";"Bornbarch";"1";"22844";"Norderstedt";"1869";202;"C"
15863;15896;1;"Werner Schmidt Pharma GmbH";"";101;"DE";"53859";"Niederkassel";"Grandkaule";"18";"53853";"Niederkassel";"1214";202;"C"
15865;15898;1;"Fair-Med Healthcare GmbH";"";101;"DE";"22301";"Hamburg";"Dorotheenstr.";"48";"";"";"";202;"C"
15867;15900;1;"Medi-Spezial Arzt- & Praxis Service GmbH";"";101;"DE";"49377";"Vechta";"Balzweg";"3";"";"";"";202;"C"
15868;15901;1;"Medpro GmbH";"";101;"DE";"23923";"Lüdersdorf";"Hauptstr.";"27f";"";"";"";202;"C"
15869;15902;1;"actiPART GmbH medizinischer Großhandel";"";101;"DE";"01589";"Riesa";"Hauptstr.";"7";"";"";"";202;"C"
15870;15903;1;"Imcarmed GmbH";"";101;"DE";"23923";"Lüdersdorf";"Hauptstr.";"27f";"";"";"";202;"C"
15871;15904;1;"ZytoService Deutschland GmbH";"";101;"DE";"04329";"Leipzig";"Mommsenstr.";"4";"";"";"";202;"C"
15874;15907;1;"Med Trust GmbH";"";101;"DE";"01458";"Ottendorf - Okrilla";"Bergener Ring";"17-19";"";"";"";202;"C"
15875;15908;1;"Metrado GmbH";"";101;"DE";"66589";"Merchweiler";"Auf Pfuhlst";"1";"66584";"Merchweiler";"1143";202;"C"
15876;15909;1;"MSP bodmann GmbH";"";101;"DE";"86399";"Bobingen";"Ziegeleistr.";"22";"";"";"";202;"C"
15878;15912;1;"Agfa HealthCare Imaging Agents GmbH";"";101;"DE";"50829";"Köln";"Am Coloneum";"4";"";"";"";202;"C"
15879;15913;1;"Seqirus GmbH";"";101;"DE";"65185";"Wiesbaden";"Adolfsallee";"21";"";"";"";202;"C"
15881;15915;1;"IME-DC GmbH";"";101;"DE";"95030";"Hof";"Fuhrmannstr.";"11";"";"";"";202;"C"
15882;15916;1;"HMM Diagnostics GmbH";"";101;"DE";"69221";"Dossenheim";"Friedrichstr.";"89";"";"";"";202;"C"
15884;15918;1;"SmithKline Beecham Pharma GmbH & Co. KG";"";101;"DE";"81675";"München";"Prinzregentenplatz";"9";"81630";"München";"860329";202;"C"
15885;15919;1;"Medvec International";"";101;"DE";"69151";"Neckargemünd";"Güterbahnhofstr.";"11";"";"";"";202;"C"
15886;15920;1;"Pharmadoc GmbH";"";101;"DE";"23923";"Lüdersdorf";"Hauptstr.";"27f";"";"";"";202;"C"
15888;15922;1;"mtb GmbH";"";101;"DE";"89173";"Lonsee-Luizhausen";"Im Steinige";"12";"";"";"";202;"C"
15889;15923;1;"Dytrex Ltd. Div. Infopia";"";101;"DE";"12555";"Berlin";"Seelenbinderstr.";"147";"";"";"";202;"C"
15891;15925;1;"Imaco GmbH";"";101;"DE";"23923";"Lüdersdorf";"Hauptstr.";"27f";"";"";"";202;"C"
15893;15927;1;"Convergent Technologies GmbH & Co. KG";"";101;"DE";"35091";"Cölbe";"Ringstr.";"14";"";"";"";202;"C"
15894;15928;1;"Easy Check GmbH & Co. KG";"";101;"DE";"52525";"Heinsberg";"Auenweg";"7";"";"";"";202;"C"
15895;15929;1;"Medipan GmbH";"";101;"DE";"15827";"Dahlewitz-Berlin";"Ludwig-Erhard-Ring";"3";"";"";"";202;"C"
15896;15930;1;"Cignus GmbH";"";101;"DE";"80687";"München";"Landsberger Str.";"155";"";"";"";202;"C"
15899;15935;1;"H & H Diabetescare GmbH";"";101;"DE";"71229";"Leonberg";"Klosterstr.";"1";"";"";"";202;"C"
15902;15939;1;"HÄLSA Pharma GmbH";"";101;"DE";"23562";"Lübeck";"Maria-Göppert Straße";"1";"";"";"";202;"C"
15905;15942;1;"Contura Deutschland GmbH";"";101;"DE";"40878";"Ratingen";"Bahnstraße";"29-31";"";"";"";202;"C"
15906;15943;1;"Beckmann Coulter GmbH Betriebsstätte Marburg";"Geb. M213";101;"DE";"35041";"Marburg";"Emil von Behring Str.";"76";"";"";"";202;"C"
15907;15945;1;"Merz Dental GmbH";"";101;"DE";"24321";"Lütjenburg";"Eetzweg";"20";"24319";"Lütjenburg";"1309";202;"C"
15910;15948;1;"Delphin Apotheke";"";101;"DE";"89129";"Langenau";"Marktplatz";"4";"";"";"";202;"C"
15911;15949;1;"Burton Feingold Pharmavertrieb";"";101;"DE";"25704";"Meldorf";"Helmsand";"1";"25697";"Meldorf";"830";202;"C"
15912;15950;1;"Ibisqus GmbH";"";101;"DE";"64646";"Heppenheim";"Donnersbergstr.";"4-6";"";"";"";202;"C"
15913;15951;1;"DIVAPHARMA GmbH";"";101;"DE";"12277";"Berlin";"Motzener Straße";"41";"";"";"";202;"C"
15914;15952;1;"biomo-vital GmbH";"";101;"DE";"53773";"Hennef";"Josef-Dietzgen-Str.";"3";"";"";"";202;"C"
15917;15954;1;"drepharm Handel GmbH";"";101;"DE";"15562";"Rüdersdorf";"Maienbergstr.";"10-12";"";"";"";202;"C"
15918;15955;1;"Nordic Pharma GmbH";"";101;"DE";"85737";"Ismaning";"Fraunhoferstr.";"4";"";"";"";202;"C"
15919;15956;1;"Hans Karrer GmbH";"";101;"DE";"86153";"Augsburg";"Beim Glaspalast";"1";"";"";"";202;"C"
15920;15957;1;"Siemens Healthcare Diagnostics GmbH";"";101;"DE";"65760";"Eschborn";"Ludwig-Erhard-Str.";"12";"";"";"";202;"C"
15921;15958;1;"Klopfer Nährmittel GmbH";"";101;"DE";"85737";"Ismaning";"Adalperostr.";"37";"";"";"";202;"C"
15922;15959;1;"CNP Pharma GmbH";"";101;"DE";"94081";"Fürstenzell";"Marienplatz";"10-12";"";"";"";202;"C"
15923;15960;1;"Optopan Pharma GmbH";"";101;"DE";"85737";"Ismaning";"Adalperostr.";"37";"";"";"";202;"C"
15925;15962;1;"r.p. pharma GmbH";"";101;"DE";"85399";"Halbergmoos";"Ludwigstr.";"44";"";"";"";202;"C"
15926;15963;1;"Lofarma Deutschland GmbH";"";101;"DE";"47877";"Willich";"Hanns-Martin-Schleyer-Str.";"26";"";"";"";202;"C"
15927;15964;1;"Orthim GmbH & Co. KG";"";101;"DE";"33442";"Herzebrock-Clarholz";"Otto-Hahn-Str.";"17-19";"33434";"Herzebrock-Clarholz";"1265";202;"C"
15929;15966;1;"Plasmaconcept AG";"";101;"DE";"50667";"Köln";"Breite Str.";"2-4";"";"";"";202;"C"
15930;15967;1;"Medtronic GmbH";"";101;"DE";"40670";"Meerbusch";"Earl-Bakken-Platz";"1";"";"";"";202;"C"
15933;15970;1;"Onkovis GmbH";"";101;"DE";"82377";"Penzberg";"Grube";"45";"";"";"";202;"C"
15935;15972;1;"Allergan Pharmaceuticals Ireland";"";101;"IE";"F28 AW83";"Westport Co. Mayo";"Castlebar Road";"";"";"";"";202;"C"
15936;15973;1;"Globalis Oase der Natur";"";101;"DE";"93049";"Regensburg";"Westheim";"42";"";"";"";202;"C"
15939;15976;1;"BR Pharma Internat. Ltd.";"";101;"GB";"WD6 1 EE";"Borehamwood Hertfordshire";"Manor Point Manor Way";"3";"";"";"";202;"C"
15940;15977;1;"Biokirch GmbH";"";101;"DE";"21220";"Seevetal";"Bei den Kämpen";"11";"";"";"";202;"C"
15943;15980;1;"IIP Institut für industrielle Pharmazie Forschungs- und Entwicklungs GmbH";"";101;"DE";"63741";"Aschaffenburg";"Benzstr.";"2a";"";"";"";202;"C"
15944;15981;1;"Kräuterhaus Sanct Bernhard KG";"";101;"DE";"73342";"Bad Ditzenbach";"Helfensteinstr.";"47";"";"";"";202;"C"
15945;15982;1;"Pronovis GmbH";"";101;"DE";"80797";"München";"Infanteriestr. Haus 6";"19";"";"";"";202;"C"
15950;15987;1;"BEURER GmbH";"Gesundheit und Wohlbefinden";101;"DE";"89077";"Ulm";"Söflinger Str.";"218";"89004";"Ulm";"1427";202;"C"
15951;15988;1;"Bluefish Pharma GmbH";"";101;"DE";"64347";"Griesheim";"Im Leuschnerpark";"4";"";"";"";202;"C"
15952;15989;1;"Synthon BV";"";101;"NL";"6545";"CM Nijmegen";"Microweg";"22";"6503";"GN Nijmegen";"7071";202;"C"
15955;15992;1;"Dr. Kleine Pharma GmbH";"";101;"DE";"33739";"Bielefeld";"Opalstr.";"1";"";"";"";202;"C"
15959;15996;1;"IVT Imuno S.R.O.";"";101;"CZ";"77200";"Olomouc";"Pavlovicka";"12-59";"";"";"";202;"C"
15961;15998;1;"Diagnostik Nord GmbH";"";101;"DE";"19053";"Schwerin";"Mecklemburgstr.";"97";"";"";"";202;"C"
15962;15999;1;"Ekkehard Stammler Medizintechnik Medizinischer Großhandel";"";101;"DE";"96152";"Burghaslach";"Würzburger Str.";"15";"";"";"";202;"C"
15963;16000;1;"Beiersdorf AG Eucerin";"";101;"DE";"20245";"Hamburg";"Unnastr.";"48";"";"";"";202;"C"
15966;16003;1;"The Medicines Company Dtl. GmbH";"";101;"DE";"04103";"Leipzig";"Deutscher Platz";"5a";"";"";"";202;"C"
15967;16004;1;"Lemoine Germany GmbH";"";101;"DE";"09569";"Öderan";"Lößnitztal";"126";"";"";"";202;"C"
15968;16005;1;"Inopha GmbH";"";101;"DE";"14974";"Ludwigsfelde";"Genshagener Str.";"37a";"";"";"";202;"C"
15969;16006;1;"B-E Imaging GmbH";"";101;"DE";"76534";"Baden-Baden";"Dr.-Rudolf-Eberle-Str.";"8-10";"";"";"";202;"C"
